iter,loss,val_loss,Time
1,0.8906579848925272,0.8271977305412292,119.33351445198059
2,0.8062052640914917,0.8041580807655415,106.29911208152771
3,0.7798105479081472,0.7980550134435613,102.63163423538208
4,0.7602357814311981,0.7956309274156043,105.14787197113037
5,0.746002701997757,0.7946783874897246,109.82603311538696
