iter,loss,val_loss,Time
1,0.8931568414370219,0.8282652192927421,105.09767127037048
2,0.8119710704485575,0.8116720997272654,115.73754096031189
3,0.7884475519657135,0.8015753024436058,133.74834632873535
4,0.7719837708473205,0.7964045075660057,139.43382239341736
5,0.75703027176857,0.7967123693608223,122.69049525260925
